,raceId,year,round,circuitId,name_x,date,time_x,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,driverId,stop,lap,time_y,duration,milliseconds_x,driverRef,code,forename,surname,dob,nationality,resultId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds_y,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,circuitRef,name_y,location,country,lat,lng,alt,url,circuit_type
213,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,807,2,18,16:37:14,18:09.155,1089155,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,22923,10,27,10,7,7,7,6.0,57,+1:14.199,6569764,49,16,1:32.833,205.646,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
214,969,2017,1,1,Australian Grand Prix,2017-03-26,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,807,1,16,16:31:01,23.130,23130,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,23389,4,27,11,11,11,11,0.0,56,\N,\N,55,12,1:28.486,215.749,11,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
215,969,2017,1,1,Australian Grand Prix,2017-03-26,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,807,2,30,16:52:40,23.159,23159,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,23389,4,27,11,11,11,11,0.0,56,\N,\N,55,12,1:28.486,215.749,11,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
216,989,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,807,1,24,16:49:35,22.628,22628,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,23788,4,27,7,7,7,7,6.0,58,+32.671,5405954,57,9,1:27.081,219.230,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
217,1010,2019,1,1,Australian Grand Prix,2019-03-17,05:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,807,1,13,16:33:19,21.588,21588,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,24209,4,27,11,7,7,7,6.0,57,\N,\N,52,12,1:28.444,215.851,11,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
218,1100,2023,3,1,Australian Grand Prix,2023-04-02,05:00:00,2023-03-31,01:30:00,2023-03-31,05:00:00,2023-04-01,01:30:00,2023-04-01,05:00:00,\N,\N,807,1,8,15:17:55,15:26.326,926326,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,25892,210,27,10,7,7,7,6.0,58,+4.939,9163310,46,8,1:21.124,234.219,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
219,1100,2023,3,1,Australian Grand Prix,2023-04-02,05:00:00,2023-03-31,01:30:00,2023-03-31,05:00:00,2023-04-01,01:30:00,2023-04-01,05:00:00,\N,\N,807,2,55,16:41:58,14:40.712,880712,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,25892,210,27,10,7,7,7,6.0,58,+4.939,9163310,46,8,1:21.124,234.219,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
220,1100,2023,3,1,Australian Grand Prix,2023-04-02,05:00:00,2023-03-31,01:30:00,2023-03-31,05:00:00,2023-04-01,01:30:00,2023-04-01,05:00:00,\N,\N,807,3,57,17:02:14,31:09.055,1869055,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,25892,210,27,10,7,7,7,6.0,58,+4.939,9163310,46,8,1:21.124,234.219,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
228,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,154,1,18,16:37:12,18:09.417,1089417,grosjean,GRO,Romain,Grosjean,1986-04-17,French,22922,210,8,19,6,6,6,8.0,57,+1:12.081,6567646,48,17,1:32.862,205.582,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
229,989,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,154,1,24,16:49:31,23.054,23054,grosjean,GRO,Romain,Grosjean,1986-04-17,French,23797,210,8,6,\N,R,16,0.0,24,\N,\N,23,16,1:28.805,214.974,36,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
230,1010,2019,1,1,Australian Grand Prix,2019-03-17,05:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,154,1,15,16:36:19,29.981,29981,grosjean,GRO,Romain,Grosjean,1986-04-17,French,24220,210,8,6,\N,R,18,0.0,29,\N,\N,17,13,1:28.462,215.807,36,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
240,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,822,1,17,16:34:32,21.376,21376,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,22924,3,77,16,8,8,8,4.0,57,+1:15.153,6570718,51,14,1:32.725,205.886,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
241,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,822,2,18,16:37:16,18:08.989,1088989,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,22924,3,77,16,8,8,8,4.0,57,+1:15.153,6570718,51,14,1:32.725,205.886,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
242,969,2017,1,1,Australian Grand Prix,2017-03-26,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,822,1,25,16:43:42,21.440,21440,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,23381,131,77,3,3,3,3,15.0,57,+11.250,5062922,56,2,1:26.593,220.465,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
243,989,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,822,1,25,16:51:21,21.664,21664,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,23789,131,77,15,8,8,8,4.0,58,+34.339,5407622,54,8,1:27.019,219.386,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
244,1010,2019,1,1,Australian Grand Prix,2019-03-17,05:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,822,1,23,16:47:33,22.014,22014,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,24203,131,77,2,1,1,1,26.0,58,1:25:27.325,5127325,57,1,1:25.580,223.075,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
245,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,2022-04-08,03:00:00,2022-04-08,06:00:00,2022-04-09,03:00:00,2022-04-09,06:00:00,\N,\N,822,1,22,15:37:40,18.413,18413,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,25453,51,77,12,8,8,8,4.0,58,+1:08.439,5334987,54,5,1:21.651,232.707,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
246,1100,2023,3,1,Australian Grand Prix,2023-04-02,05:00:00,2023-03-31,01:30:00,2023-03-31,05:00:00,2023-04-01,01:30:00,2023-04-01,05:00:00,\N,\N,822,1,1,15:05:16,21.659,21659,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,25896,51,77,0,11,11,11,0.0,58,+6.513,9164884,46,17,1:22.233,231.060,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
247,1100,2023,3,1,Australian Grand Prix,2023-04-02,05:00:00,2023-03-31,01:30:00,2023-03-31,05:00:00,2023-04-01,01:30:00,2023-04-01,05:00:00,\N,\N,822,2,8,15:18:21,15:37.594,937594,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,25896,51,77,0,11,11,11,0.0,58,+6.513,9164884,46,17,1:22.233,231.060,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
248,1100,2023,3,1,Australian Grand Prix,2023-04-02,05:00:00,2023-03-31,01:30:00,2023-03-31,05:00:00,2023-04-01,01:30:00,2023-04-01,05:00:00,\N,\N,822,3,53,16:39:03,19.825,19825,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,25896,51,77,0,11,11,11,0.0,58,+6.513,9164884,46,17,1:22.233,231.060,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
249,1100,2023,3,1,Australian Grand Prix,2023-04-02,05:00:00,2023-03-31,01:30:00,2023-03-31,05:00:00,2023-04-01,01:30:00,2023-04-01,05:00:00,\N,\N,822,4,54,16:41:44,12:19.342,739342,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,25896,51,77,0,11,11,11,0.0,58,+6.513,9164884,46,17,1:22.233,231.060,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
250,1100,2023,3,1,Australian Grand Prix,2023-04-02,05:00:00,2023-03-31,01:30:00,2023-03-31,05:00:00,2023-04-01,01:30:00,2023-04-01,05:00:00,\N,\N,822,5,55,16:55:40,1:16.634,76634,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,25896,51,77,0,11,11,11,0.0,58,+6.513,9164884,46,17,1:22.233,231.060,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
251,1100,2023,3,1,Australian Grand Prix,2023-04-02,05:00:00,2023-03-31,01:30:00,2023-03-31,05:00:00,2023-04-01,01:30:00,2023-04-01,05:00:00,\N,\N,822,6,57,17:02:23,31:07.182,1867182,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish,25896,51,77,0,11,11,11,0.0,58,+6.513,9164884,46,17,1:22.233,231.060,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
269,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,825,1,1,16:09:48,27.831,27831,kevin_magnussen,MAG,Kevin,Magnussen,1992-10-05,Danish,22928,4,20,14,12,12,12,0.0,57,+1:25.606,6581171,45,10,1:32.452,206.494,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
270,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,825,2,16,16:34:50,22.079,22079,kevin_magnussen,MAG,Kevin,Magnussen,1992-10-05,Danish,22928,4,20,14,12,12,12,0.0,57,+1:25.606,6581171,45,10,1:32.452,206.494,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
271,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,825,3,17,16:37:38,15:46.318,946318,kevin_magnussen,MAG,Kevin,Magnussen,1992-10-05,Danish,22928,4,20,14,12,12,12,0.0,57,+1:25.606,6581171,45,10,1:32.452,206.494,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
272,969,2017,1,1,Australian Grand Prix,2017-03-26,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,825,1,1,16:08:47,31.336,31336,kevin_magnussen,MAG,Kevin,Magnussen,1992-10-05,Danish,23393,210,20,17,\N,R,15,0.0,46,\N,\N,46,7,1:27.568,218.011,22,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
273,969,2017,1,1,Australian Grand Prix,2017-03-26,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,825,2,44,17:15:10,22.189,22189,kevin_magnussen,MAG,Kevin,Magnussen,1992-10-05,Danish,23393,210,20,17,\N,R,15,0.0,46,\N,\N,46,7,1:27.568,218.011,22,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
274,989,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,825,1,22,16:46:31,21.983,21983,kevin_magnussen,MAG,Kevin,Magnussen,1992-10-05,Danish,23798,210,20,5,\N,R,17,0.0,22,\N,\N,21,17,1:29.534,213.224,36,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
275,1010,2019,1,1,Australian Grand Prix,2019-03-17,05:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,825,1,14,16:34:47,22.388,22388,kevin_magnussen,MAG,Kevin,Magnussen,1992-10-05,Danish,24208,210,20,7,6,6,6,8.0,58,+1:27.156,5214481,56,9,1:28.182,216.493,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
276,1076,2022,3,1,Australian Grand Prix,2022-04-10,05:00:00,2022-04-08,03:00:00,2022-04-08,06:00:00,2022-04-09,03:00:00,2022-04-09,06:00:00,\N,\N,825,1,39,16:05:30,19.111,19111,kevin_magnussen,MAG,Kevin,Magnussen,1992-10-05,Danish,25459,210,20,16,14,14,14,0.0,57,\N,\N,44,15,1:23.071,228.729,11,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
277,1100,2023,3,1,Australian Grand Prix,2023-04-02,05:00:00,2023-03-31,01:30:00,2023-03-31,05:00:00,2023-04-01,01:30:00,2023-04-01,05:00:00,\N,\N,825,1,7,15:15:21,20.789,20789,kevin_magnussen,MAG,Kevin,Magnussen,1992-10-05,Danish,25902,210,20,14,17,17,17,0.0,52,\N,\N,52,14,1:21.685,232.610,3,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
278,1100,2023,3,1,Australian Grand Prix,2023-04-02,05:00:00,2023-03-31,01:30:00,2023-03-31,05:00:00,2023-04-01,01:30:00,2023-04-01,05:00:00,\N,\N,825,2,8,15:18:27,15:40.228,940228,kevin_magnussen,MAG,Kevin,Magnussen,1992-10-05,Danish,25902,210,20,14,17,17,17,0.0,52,\N,\N,52,14,1:21.685,232.610,3,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
283,969,2017,1,1,Australian Grand Prix,2017-03-26,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,826,1,34,16:57:51,25.559,25559,kvyat,KVY,Daniil,Kvyat,1994-04-26,Russian,23387,5,26,9,9,9,9,2.0,56,\N,\N,51,4,1:26.711,220.165,11,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
284,969,2017,1,1,Australian Grand Prix,2017-03-26,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,826,2,49,17:20:30,24.026,24026,kvyat,KVY,Daniil,Kvyat,1994-04-26,Russian,23387,5,26,9,9,9,9,2.0,56,\N,\N,51,4,1:26.711,220.165,11,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
285,1010,2019,1,1,Australian Grand Prix,2019-03-17,05:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,826,1,26,16:52:54,22.086,22086,kvyat,KVY,Daniil,Kvyat,1994-04-26,Russian,24212,5,26,15,10,10,10,1.0,57,\N,\N,39,6,1:27.448,218.310,11,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
290,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,828,1,11,16:24:51,22.357,22357,ericsson,ERI,Marcus,Ericsson,1990-09-02,Swedish,22933,15,9,15,\N,R,17,0.0,38,\N,\N,15,21,1:33.892,203.327,5,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
291,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,828,2,18,16:37:25,18:06.875,1086875,ericsson,ERI,Marcus,Ericsson,1990-09-02,Swedish,22933,15,9,15,\N,R,17,0.0,38,\N,\N,15,21,1:33.892,203.327,5,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
292,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,828,3,27,17:10:16,16.936,16936,ericsson,ERI,Marcus,Ericsson,1990-09-02,Swedish,22933,15,9,15,\N,R,17,0.0,38,\N,\N,15,21,1:33.892,203.327,5,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
294,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,832,1,8,16:19:48,22.414,22414,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,22925,5,55,7,9,9,9,2.0,57,+1:15.680,6571245,23,7,1:31.671,208.253,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
295,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,832,2,18,16:37:05,18:09.971,1089971,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,22925,5,55,7,9,9,9,2.0,57,+1:15.680,6571245,23,7,1:31.671,208.253,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
296,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,832,3,31,17:16:00,22.392,22392,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,22925,5,55,7,9,9,9,2.0,57,+1:15.680,6571245,23,7,1:31.671,208.253,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
297,969,2017,1,1,Australian Grand Prix,2017-03-26,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,832,1,18,16:33:49,21.762,21762,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,23386,5,55,8,8,8,8,4.0,56,\N,\N,53,8,1:27.677,217.740,11,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
298,989,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,832,1,22,16:46:46,23.868,23868,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,23791,4,55,9,10,10,10,1.0,58,+45.722,5419005,51,12,1:27.944,217.079,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
299,1100,2023,3,1,Australian Grand Prix,2023-04-02,05:00:00,2023-03-31,01:30:00,2023-03-31,05:00:00,2023-04-01,01:30:00,2023-04-01,05:00:00,\N,\N,832,1,7,15:15:05,18.319,18319,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,25897,6,55,5,12,12,12,0.0,58,+6.594,9164965,53,3,1:20.467,236.131,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
300,1100,2023,3,1,Australian Grand Prix,2023-04-02,05:00:00,2023-03-31,01:30:00,2023-03-31,05:00:00,2023-04-01,01:30:00,2023-04-01,05:00:00,\N,\N,832,2,8,15:18:08,15:37.024,937024,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,25897,6,55,5,12,12,12,0.0,58,+6.594,9164965,53,3,1:20.467,236.131,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
301,1100,2023,3,1,Australian Grand Prix,2023-04-02,05:00:00,2023-03-31,01:30:00,2023-03-31,05:00:00,2023-04-01,01:30:00,2023-04-01,05:00:00,\N,\N,832,3,55,16:41:45,14:34.924,874924,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,25897,6,55,5,12,12,12,0.0,58,+6.594,9164965,53,3,1:20.467,236.131,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
302,1100,2023,3,1,Australian Grand Prix,2023-04-02,05:00:00,2023-03-31,01:30:00,2023-03-31,05:00:00,2023-04-01,01:30:00,2023-04-01,05:00:00,\N,\N,832,4,57,17:02:13,31:01.554,1861554,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,25897,6,55,5,12,12,12,0.0,58,+6.594,9164965,53,3,1:20.467,236.131,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
306,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,831,1,10,16:23:19,22.701,22701,nasr,NAS,Felipe,Nasr,1992-08-21,Brazilian,22931,15,12,17,15,15,15,0.0,56,\N,\N,48,13,1:32.711,205.917,11,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
307,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,831,2,18,16:37:34,18:02.337,1082337,nasr,NAS,Felipe,Nasr,1992-08-21,Brazilian,22931,15,12,17,15,15,15,0.0,56,\N,\N,48,13,1:32.711,205.917,11,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
309,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,830,1,13,16:27:32,22.303,22303,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,22926,5,33,5,10,10,10,1.0,57,+1:16.833,6572398,44,6,1:31.516,208.606,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
310,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,830,2,18,16:37:03,18:09.372,1089372,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,22926,5,33,5,10,10,10,1.0,57,+1:16.833,6572398,44,6,1:31.516,208.606,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
311,948,2016,1,1,Australian Grand Prix,2016-03-20,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,830,3,32,17:17:30,29.066,29066,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,22926,5,33,5,10,10,10,1.0,57,+1:16.833,6572398,44,6,1:31.516,208.606,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
312,969,2017,1,1,Australian Grand Prix,2017-03-26,05:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,830,1,25,16:43:56,22.208,22208,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,23383,9,33,5,5,5,5,10.0,57,+28.827,5080499,43,5,1:26.964,219.525,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit,street circuit
